AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.card_removed_before_rank._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.card_removed_before_rank._simp_1_4: [propext]
AXIOMS Luce.card_removed_before_rank._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.card_removed_before_rank._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.choose_mul_zero_indicator._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.choose_mul_zero_indicator._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.choose_product_eq_factorial_ratio._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.clockBand.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_background_at_self._simp_1_1: [propext]
AXIOMS Luce.clockBeforeCount_dist_le_of_eq_off._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_le_add_of_eq_off._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_le_add_of_eq_off._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_lt_of_clock_lt._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_lt_of_clock_lt._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_mono._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_mono._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockBeforeCount_window_dist._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockRank.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockRank_le_iff._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.clockSurvivalIndicator.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.compactDeletedWeights._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.compactDeletedWeights.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.condExp_finite_history._simp_1_1: [propext]
AXIOMS Luce.condExp_normalized_bernoulli._simp_1_1: []
AXIOMS Luce.consecutiveGapLower._proof_1: [propext, Quot.sound]
AXIOMS Luce.consecutiveGapLower._proof_2: [propext, Quot.sound]
AXIOMS Luce.consecutiveGapLower.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.consecutiveGapLower.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.consecutiveGapLower_le_upper._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.consecutiveGapLower_le_upper._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.countSieve.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.countVectorSieve.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.countVectorSieve_error._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.countWindow_multiplicity_le._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.countWindow_multiplicity_le._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.cycleCountVector.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cycleTraceIntegrand.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cycleTraceIntensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cycleVectorPoissonProbability._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cycle_period_has_rankCylinder._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicCellStep.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicDensityCoefficient.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicGridKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicLimitKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicProfileDensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicProfileIntegral.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicProfileMeasure.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicProfileMeasure_injective_ae._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicRaceSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicScaledRaceTerm.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclicTupleProbability.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclic_array_truncation_error._simp_1_1: [propext]
AXIOMS Luce.cyclic_array_truncation_error._simp_1_2: [propext]
AXIOMS Luce.cyclic_array_truncation_error._simp_1_3: [propext]
AXIOMS Luce.cyclic_array_truncation_error._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.cyclic_array_truncation_error._simp_1_5: [propext]
AXIOMS Luce.deep_roots_le_retained_add_excluded._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedBeforeCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalArrival.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalArrival_gapLower._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalArrival_gapLower._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemainingGe.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_5: [propext]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_6: [propext]
AXIOMS Luce.deletedEmpiricalRemaining_lower_of_reservoir._simp_1_7: [propext]
AXIOMS Luce.deletedGapKernel_marked_product._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deletedPrefixLabels.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deleted_remaining_weak_strict_error._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.deleted_remaining_weak_strict_error._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.disjointCountTest.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.drawHistory.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.drawPermutation.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.drawPermutation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.earlyCycleShellCost.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.earlyCycleShellTail_le._simp_1_1: [propext]
AXIOMS Luce.earlyGhostEntry.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.earlyGhostEntry.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.earlyGhostKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.empiricalArrival.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.empiricalRemaining.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.empiricalRemainingGe.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.empiricalRemainingGe_ae_eq._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.empiricalRemainingGe_ae_eq._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.endpointQ.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.endpoint_fixedPoint_probability_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.endpoint_integral_bound._simp_1_1: [propext]
AXIOMS Luce.endpoint_integral_bound._simp_1_2: [propext]
AXIOMS Luce.endpoint_integral_bound._simp_1_3: [propext]
AXIOMS Luce.ennreal_tendsto_tail_sum._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ennreal_tendsto_tail_sum._simp_1_2: [propext]
AXIOMS Luce.epsilonTailExpectation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exists_finite_oscillation_grid._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exists_profile_cell._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exists_profile_cell._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialGapMass.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialGapMass_eq_measure._simp_1_2: [propext]
AXIOMS Luce.exponentialGapMass_eq_measure._simp_1_3: [propext]
AXIOMS Luce.exponentialGapMass_eq_measure._simp_1_4: [propext]
AXIOMS Luce.exponentialGapMass_eq_measure._simp_1_5: [propext]
AXIOMS Luce.exponentialGapMass_eq_measure._simp_1_6: [propext]
AXIOMS Luce.exponentialRace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_collision_zero._simp_1_1: [propext]
AXIOMS Luce.exponentialRace_event_disintegrate._simp_1_1: [propext]
AXIOMS Luce.exponentialRace_first_choice._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.exponentialRace_first_choice._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.exponentialRace_first_choice._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_identityNormalizedGaps._simp_1_1: [propext]
AXIOMS Luce.exponentialRace_identityNormalizedGaps._simp_1_2: [propext]
AXIOMS Luce.exponentialRace_identityNormalizedGaps_integral._simp_1_4: [propext]
AXIOMS Luce.exponentialRace_injective_ae._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_order_disintegrate._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_orderedNormalizedGaps._simp_1_1: [propext]
AXIOMS Luce.exponentialRace_orderedNormalizedGaps._simp_1_2: [propext]
AXIOMS Luce.exponentialRace_surviving_order._simp_1_1: [propext]
AXIOMS Luce.exponentialRace_surviving_order._simp_1_2: [propext]
AXIOMS Luce.exponentialRace_surviving_order._simp_1_3: [propext, Quot.sound]
AXIOMS Luce.exponentialRace_surviving_order._simp_1_4: [propext]
AXIOMS Luce.exponentialRace_surviving_order._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_surviving_order_integral._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.exponentialRace_surviving_order_integral._simp_1_2: [propext]
AXIOMS Luce.exponentialRace_surviving_order_integral._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponential_residual_measure._simp_1_1: [propext]
AXIOMS Luce.exponential_residual_measure._simp_1_2: [propext]
AXIOMS Luce.exponential_residual_measure._simp_1_3: [propext]
AXIOMS Luce.exponential_residual_measure._simp_1_4: [propext]
AXIOMS Luce.exponential_residual_measure._simp_1_5: [propext]
AXIOMS Luce.exponential_residual_measure._simp_1_6: [propext]
AXIOMS Luce.exponential_scale_to_unit._simp_1_1: [propext]
AXIOMS Luce.exponential_scale_to_unit._simp_1_2: [propext]
AXIOMS Luce.factorialBlockPermutation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finiteCyclicDensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_insertion_path._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.first_clock_event_iff._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.first_clock_event_iff._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.first_gap_density._simp_1_1: [propext]
AXIOMS Luce.first_gap_density._simp_1_2: [propext]
AXIOMS Luce.first_gap_density._simp_1_3: [propext]
AXIOMS Luce.first_gap_density._simp_1_4: [propext]
AXIOMS Luce.first_gap_density._simp_1_5: [propext]
AXIOMS Luce.first_gap_density._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.first_gap_density._simp_1_7: [propext]
AXIOMS Luce.fixedCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedCount_inverse._simp_1_2: [propext, Quot.sound]
AXIOMS Luce.fixedPointCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCountLaw._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCount_eq_card._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCount_eq_card._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCount_eq_card._simp_1_4: [propext]
AXIOMS Luce.fixedPointCount_eq_card._simp_1_5: [propext, Quot.sound]
AXIOMS Luce.fixedPoints.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixed_point_mass_fiber_identity._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.fixed_point_probability_integral._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.fixed_point_probability_integral._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.forwardPathWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullDensityMeasure_restrict_Iio._simp_1_2: [propext]
AXIOMS Luce.fullDensityMeasure_restrict_Iio._simp_1_3: [propext]
AXIOMS Luce.fullDensityMeasure_restrict_Iio._simp_1_4: [propext]
AXIOMS Luce.fullDensityMeasure_restrict_Iio._simp_1_5: [propext]
AXIOMS Luce.fullIntensity._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullIntensity.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullIntensity_mass._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullSurvivorProbability.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel_marked_product._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel_product._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountSuccess_implies_swapped_path._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum._simp_1_1: [propext]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum._simp_1_4: [propext]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum._simp_1_5: [propext]
AXIOMS Luce.ghostCycleVertexSum._proof_1: [propext]
AXIOMS Luce.ghostCycleVertexSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostOrderKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPathSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPredecessorSum._proof_1: [propext]
AXIOMS Luce.ghostPredecessorSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds._proof_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count._proof_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowLength.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_expectation_le._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.ghostWindowVolume_ne_top_of_interior._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.ghost_marked_edge_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.highCycleConstant.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.highRateMass.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_cycle_vertices_bound._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.high_rate_cycle_vertices_bound._simp_1_2: [propext, Quot.sound]
AXIOMS Luce.high_rate_cycle_vertices_bound._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_density_bound._simp_1_1: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_2: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_3: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_4: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_5: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_density_bound._simp_1_7: [propext]
AXIOMS Luce.high_rate_density_bound._simp_1_8: []
AXIOMS Luce.identityGapDuration.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityGapDuration_succ._proof_1_3: [propext, Quot.sound]
AXIOMS Luce.identityGapDuration_succ._simp_1_1: [propext]
AXIOMS Luce.identityGapDuration_succ._simp_1_2: [propext]
AXIOMS Luce.identityNormalizedGaps._proof_1: [propext]
AXIOMS Luce.identityNormalizedGaps.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityNormalizedGaps.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityNormalizedGaps.eq_def: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityNormalizedGaps_order_recursion._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.iidPointLaw.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.initialRateMass.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionColumn_le_new_add_length._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathSum.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathSum_succ._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.insertionPathWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathWeight_cons._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.integrable_finite_state._simp_1_1: [propext]
AXIOMS Luce.integral_comp_stepProfile._simp_1_1: [propext]
AXIOMS Luce.integral_exponentialPDFReal._simp_1_1: [propext]
AXIOMS Luce.integral_finite_state._simp_1_1: [propext]
AXIOMS Luce.integral_markedNormalizedGaps_prod_sq._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.integral_natCountLaplace_pi_poisson._simp_1_2: [propext, Quot.sound]
AXIOMS Luce.integral_natCountSingletonTest._simp_1_2: [propext]
AXIOMS Luce.integral_profileGridKernel_step._simp_1_1: [propext]
AXIOMS Luce.integrated_rank_crossing_intensity._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interiorCompensatorSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interiorDensityMeasure.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interiorDensityMeasure_restrict._simp_1_2: [propext]
AXIOMS Luce.interiorDensityMeasure_restrict._simp_1_3: [propext]
AXIOMS Luce.interiorDensityMeasure_restrict._simp_1_4: [propext]
AXIOMS Luce.interiorDensityMeasure_restrict._simp_1_5: [propext]
AXIOMS Luce.interiorFixedPoints.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interiorIntensity._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interiorIntensity.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.interior_observed_test_le_tail._simp_1_1: [propext]
AXIOMS Luce.intervalTestExtension.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.inverse_product_le_exp._simp_1_1: [propext]
AXIOMS Luce.inverse_product_le_exp._simp_1_2: [propext]
AXIOMS Luce.inverse_product_le_exp._simp_1_3: [propext]
AXIOMS Luce.inverse_product_le_exp._simp_1_4: [propext]
AXIOMS Luce.inverse_product_le_exp._simp_1_5: [propext]
AXIOMS Luce.inverse_product_le_exp._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.inverse_product_le_exp._simp_1_7: [propext]
AXIOMS Luce.keepTerm.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lateGhostEntry.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lateGhostEntry.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lateGhostKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.late_retained_pairs_bound._simp_1_1: [propext]
AXIOMS Luce.limitingSieveRemainder.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lowRateDensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lt_arrivalTime_iff_clockBeforeCount._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.lt_arrivalTime_iff_clockBeforeCount._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedGapCoefficient.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedGapScalar.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedImage_comp_perm._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedImage_comp_perm._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedNormalizedGaps.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedRankCylinder_deleted_counts._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedRankCylinder_iff_deleted_counts._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedRankCylinder_iff_deleted_counts._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedRankCylinder_probability_eq_sortedGapProduct._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedRankCylinder_probability_le_deletedGapProduct._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.markedReturnWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.marked_times_strictMono_of_rankCylinder._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.meanArrival.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.meanSurvivors.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.measurableSet_boundedCycleEvent._simp_1_2: [propext]
AXIOMS Luce.measurableSet_boundedCycleEvent._simp_1_3: [propext]
AXIOMS Luce.measurableSet_injective_clocks._simp_1_1: [propext]
AXIOMS Luce.measurableSet_label_available._simp_1_1: [propext]
AXIOMS Luce.measurableSet_retainedMaximumCycleEvent._simp_1_2: [propext]
AXIOMS Luce.measurableSet_retainedMaximumCycleEvent._simp_1_3: [propext]
AXIOMS Luce.measurable_other_survivors._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.measurable_raceDraw._simp_1_1: [propext]
AXIOMS Luce.measurable_raceDraw._simp_1_2: [propext]
AXIOMS Luce.measurable_raceDraw._simp_1_3: [propext]
AXIOMS Luce.measurable_raceDraw._simp_1_4: [propext]
AXIOMS Luce.measurable_raceGapStart._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.measurable_raceRankPermutation_apply._simp_1_1: [propext]
AXIOMS Luce.measurable_raceRankPermutation_apply._simp_1_2: [propext]
AXIOMS Luce.measurable_raceRankPermutation_apply._simp_1_3: [propext]
AXIOMS Luce.measurable_raceRankPermutation_apply._simp_1_4: [propext]
AXIOMS Luce.measurePreserving_block_uncurry._simp_1_1: [propext]
AXIOMS Luce.measurePreserving_block_uncurry._simp_1_2: [propext]
AXIOMS Luce.mem_consecutiveGap_iff_count._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.mem_consecutiveGap_iff_count._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.mem_consecutiveGap_iff_count._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.moderateReservoir.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplace._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplaceAlgebra._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplaceAlgebra.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplaceMonoid._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplaceMonoid._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.momentLaplaceMonoid._proof_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplace._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplaceAlgebra._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplaceAlgebra.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplaceMonoid._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplaceMonoid._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountLaplaceMonoid._proof_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountSingletonTest._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountSingletonTest._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.natCountSingletonTest.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.nonnegativeTail.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.nonnegativeTail_antitone._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_1: [propext]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_2: [propext]
